query	target	pident	alnlen	evalue	bits	taxid	species	desc	genus
078_038_456	A0A828SZV8	92.8	70	2.0190000000000001e-32	129	658081	Lachnospiraceae bacterium 1_1_57FAA	tr|A0A828SZV8|A0A828SZV8_9FIRM Sporulation initiation factor Spo0A C-terminal domain-containing protein OS=Lachnospiraceae bacterium 1_1_57FAA OX=658081 GN=HMPREF0990_01483 PE=4 SV=1	Lachnospiraceae
078_038_456	A0A396QKR6	92.8	70	2.0190000000000001e-32	129	2292273	Lachnospiraceae bacterium OF09-33XD	tr|A0A396QKR6|A0A396QKR6_9FIRM Conjugal transfer protein OS=Lachnospiraceae bacterium OF09-33XD OX=2292273 GN=DXA96_17840 PE=4 SV=1	Lachnospiraceae
078_038_456	A0A416TG42	92.8	70	2.0190000000000001e-32	129	2292960	Blautia sp. AF19-1	tr|A0A416TG42|A0A416TG42_9FIRM Sporulation initiation factor Spo0A C-terminal domain-containing protein OS=Blautia sp. AF19-1 OX=2292960 GN=DWX26_04530 PE=4 SV=1	Blautia
078_038_456	A0A395XK68	91.4	70	2.772e-32	128	39486	Dorea formicigenerans	tr|A0A395XK68|A0A395XK68_9FIRM Conjugal transfer protein OS=Dorea formicigenerans OX=39486 GN=DWV67_08810 PE=4 SV=1	Dorea
078_038_456	D7GRQ8	91.4	70	2.772e-32	128	245014	butyrate-producing bacterium SS3/4	tr|D7GRQ8|D7GRQ8_9FIRM Conjugal transfer protein OS=butyrate-producing bacterium SS3/4 OX=245014 GN=CK3_07050 PE=4 SV=1	butyrate-producing
078_038_456	A0A6N4TGY5	91.4	70	2.772e-32	128	2583452	Amedibacterium intestinale	tr|A0A6N4TGY5|A0A6N4TGY5_9FIRM Conjugal transfer protein OS=Amedibacterium intestinale OX=2583452 GN=Aargi30884_07440 PE=4 SV=1	Amedibacterium
078_038_456	A0A4R0SRP3	91.4	70	2.772e-32	128	1679	Bifidobacterium longum subsp. longum	tr|A0A4R0SRP3|A0A4R0SRP3_BIFLL Conjugal transfer protein OS=Bifidobacterium longum subsp. longum OX=1679 GN=MCC10008_0782 PE=4 SV=1	Bifidobacterium
078_038_456	A0A3E5GAW1	92.8	70	2.772e-32	128	88431	Dorea longicatena	tr|A0A3E5GAW1|A0A3E5GAW1_9FIRM Conjugal transfer protein OS=Dorea longicatena OX=88431 GN=DXB16_10450 PE=4 SV=1	Dorea
078_038_456	A0A1C5YBV1	92.8	70	2.772e-32	128	458253	uncultured Coprococcus sp.	tr|A0A1C5YBV1|A0A1C5YBV1_9FIRM Conjugal transfer protein OS=uncultured Coprococcus sp. OX=458253 GN=SAMEA3545304_03329 PE=4 SV=1	uncultured
078_038_456	A0A413PR63	92.8	70	2.772e-32	128	39488	Anaerobutyricum hallii	tr|A0A413PR63|A0A413PR63_9FIRM Conjugal transfer protein OS=Anaerobutyricum hallii OX=39488 GN=DW972_13170 PE=4 SV=1	Anaerobutyricum
078_038_456	A0A174Z8U6	92.8	70	2.772e-32	128	39485	Lachnospira eligens	tr|A0A174Z8U6|A0A174Z8U6_9FIRM Conjugal transfer protein OS=Lachnospira eligens OX=39485 GN=ERS852492_00509 PE=4 SV=1	Lachnospira
078_038_456	A0A414QSR6	92.8	70	2.772e-32	128	410072	Coprococcus comes	tr|A0A414QSR6|A0A414QSR6_9FIRM Conjugal transfer protein OS=Coprococcus comes OX=410072 GN=DW656_07535 PE=4 SV=1	Coprococcus
078_038_456	A0A894K8H6	92.8	70	2.772e-32	128	1869227	bacterium	tr|A0A894K8H6|A0A894K8H6_UNCXX Conjugal transfer protein OS=bacterium OX=1869227 PE=4 SV=1	bacterium
078_038_456	A0A174HG83	91.4	70	3.805e-32	128	418240	Blautia wexlerae	tr|A0A174HG83|A0A174HG83_9FIRM Conjugal transfer protein OS=Blautia wexlerae OX=418240 GN=ERS852478_03689 PE=4 SV=1	Blautia
078_038_456	A0A413PVW2	92.8	70	3.805e-32	128	39488	Anaerobutyricum hallii	tr|A0A413PVW2|A0A413PVW2_9FIRM Conjugal transfer protein OS=Anaerobutyricum hallii OX=39488 GN=DW972_11185 PE=4 SV=1	Anaerobutyricum
078_038_456	A0AAX1U226	92.8	70	3.805e-32	128	2292277	Absiella sp. AM27-20	tr|A0AAX1U226|A0AAX1U226_9FIRM Uncharacterized protein OS=Absiella sp. AM27-20 OX=2292277 GN=DW716_22475 PE=4 SV=1	Absiella
078_038_456	A0AB37KCE1	92.8	70	3.805e-32	128	2291994	Absiella sp. AM09-50	tr|A0AB37KCE1|A0AB37KCE1_9FIRM Uncharacterized protein OS=Absiella sp. AM09-50 OX=2291994 GN=DW114_19190 PE=4 SV=1	Absiella
078_038_456	A0AAJ1ERQ6	92.8	70	3.805e-32	128	33038	Mediterraneibacter gnavus	tr|A0AAJ1ERQ6|A0AAJ1ERQ6_MEDGN Conjugal transfer protein OS=Mediterraneibacter gnavus OX=33038 GN=LIQ10_15995 PE=4 SV=1	Mediterraneibacter
078_038_456	A0A1C5VFM8	91.4	70	3.805e-32	128	165185	uncultured Eubacterium sp.	tr|A0A1C5VFM8|A0A1C5VFM8_9FIRM Conjugal transfer protein OS=uncultured Eubacterium sp. OX=165185 GN=SAMEA3545338_02408 PE=4 SV=1	uncultured
078_038_456	A0A1C5NC15	91.4	70	3.805e-32	128	286138	uncultured Dorea sp.	tr|A0A1C5NC15|A0A1C5NC15_9FIRM Conjugal transfer protein OS=uncultured Dorea sp. OX=286138 GN=SAMEA3545334_00980 PE=4 SV=1	uncultured
078_038_456	A0A7G9GMZ4	92.8	70	3.805e-32	128	2764325	[Eubacterium] hominis	tr|A0A7G9GMZ4|A0A7G9GMZ4_9FIRM Conjugal transfer protein OS=[Eubacterium] hominis OX=2764325 GN=H9Q80_18350 PE=4 SV=1	[Eubacterium]
078_038_456	A0A415MXT2	92.8	70	3.805e-32	128	39486	Dorea formicigenerans	tr|A0A415MXT2|A0A415MXT2_9FIRM Conjugal transfer protein OS=Dorea formicigenerans OX=39486 GN=DWZ98_09815 PE=4 SV=1	Dorea
078_038_456	A0A2Z4UCU4	91.4	70	3.805e-32	128	1912897	Blautia argi	tr|A0A2Z4UCU4|A0A2Z4UCU4_9FIRM Conjugal transfer protein OS=Blautia argi OX=1912897 GN=DQQ01_12915 PE=4 SV=1	Blautia
078_038_456	D4MXH7	92.8	70	3.805e-32	128	649756	Anaerostipes hadrus	tr|D4MXH7|D4MXH7_ANAHA Conjugal transfer protein OS=Anaerostipes hadrus OX=649756 GN=CL2_02230 PE=4 SV=1	Anaerostipes
078_038_456	A0A2U2EFS0	92.8	70	3.805e-32	128	39491	Agathobacter rectalis	tr|A0A2U2EFS0|A0A2U2EFS0_9FIRM Conjugal transfer protein OS=Agathobacter rectalis OX=39491 GN=LD38_11345 PE=4 SV=1	Agathobacter
078_038_456	A0A1C5VFS0	92.8	70	3.805e-32	128	165185	uncultured Eubacterium sp.	tr|A0A1C5VFS0|A0A1C5VFS0_9FIRM Conjugal transfer protein OS=uncultured Eubacterium sp. OX=165185 GN=SAMEA3545338_02413 PE=4 SV=1	uncultured
078_038_456	A0A174HCB1	92.8	70	3.805e-32	128	418240	Blautia wexlerae	tr|A0A174HCB1|A0A174HCB1_9FIRM Conjugal transfer protein OS=Blautia wexlerae OX=418240 GN=ERS852478_03684 PE=4 SV=1	Blautia
078_038_456	A0A1C5NBX4	92.8	70	3.805e-32	128	286138	uncultured Dorea sp.	tr|A0A1C5NBX4|A0A1C5NBX4_9FIRM Conjugal transfer protein OS=uncultured Dorea sp. OX=286138 GN=SAMEA3545334_00975 PE=4 SV=1	uncultured
078_038_456	A0A4R3T9B1	92.8	70	3.805e-32	128	1796635	Longicatena caecimuris	tr|A0A4R3T9B1|A0A4R3T9B1_9FIRM Conjugal transfer protein OS=Longicatena caecimuris OX=1796635 GN=EDD61_11435 PE=4 SV=1	Longicatena
078_038_456	A0A416DZA7	92.8	70	5.224e-32	128	2293012	Clostridium sp. AF34-13	tr|A0A416DZA7|A0A416DZA7_9CLOT Conjugal transfer protein OS=Clostridium sp. AF34-13 OX=2293012 GN=DWZ63_06135 PE=4 SV=1	Clostridium
078_038_456	A0A3R6RF41	92.8	70	5.224e-32	128	2293016	Clostridium sp. AF37-5	tr|A0A3R6RF41|A0A3R6RF41_9CLOT Conjugal transfer protein OS=Clostridium sp. AF37-5 OX=2293016 GN=DW019_12385 PE=4 SV=1	Clostridium
078_038_456	A0A373NVX9	92.8	70	5.224e-32	128	2292980	Blautia sp. OF03-13	tr|A0A373NVX9|A0A373NVX9_9FIRM Conjugal transfer protein OS=Blautia sp. OF03-13 OX=2292980 GN=DXA55_16850 PE=4 SV=1	Blautia
078_038_456	A0A413R713	92.8	70	5.224e-32	128	39496	Eubacterium ventriosum	tr|A0A413R713|A0A413R713_9FIRM Conjugal transfer protein OS=Eubacterium ventriosum OX=39496 GN=DW944_09160 PE=4 SV=1	Eubacterium
078_038_456	A0A6N9L6W8	92.8	70	5.224e-32	128	2584626	Catenibacterium sp. BIOML-A1	tr|A0A6N9L6W8|A0A6N9L6W8_9FIRM Conjugal transfer protein OS=Catenibacterium sp. BIOML-A1 OX=2584626 GN=GT637_06290 PE=4 SV=1	Catenibacterium
078_038_456	A0A417F5N1	92.8	70	5.224e-32	128	2292296	Butyricicoccus sp. AM32-19	tr|A0A417F5N1|A0A417F5N1_9FIRM Conjugal transfer protein OS=Butyricicoccus sp. AM32-19 OX=2292296 GN=DW806_06920 PE=4 SV=1	Butyricicoccus
078_038_456	A0A926E1E4	92.8	70	5.224e-32	128	2763658	Ligaoa zhengdingensis	tr|A0A926E1E4|A0A926E1E4_9FIRM Conjugal transfer protein OS=Ligaoa zhengdingensis OX=2763658 GN=H8711_10250 PE=4 SV=1	Ligaoa
078_038_456	A0A373NTT0	92.8	70	5.224e-32	128	2293174	Ruminococcus sp. AF31-8BH	tr|A0A373NTT0|A0A373NTT0_9FIRM Conjugal transfer protein OS=Ruminococcus sp. AF31-8BH OX=2293174 GN=DWZ38_00455 PE=4 SV=1	Ruminococcus
078_038_456	A0A416T9L6	92.8	70	5.224e-32	128	2292960	Blautia sp. AF19-1	tr|A0A416T9L6|A0A416T9L6_9FIRM Conjugal transfer protein OS=Blautia sp. AF19-1 OX=2292960 GN=DWX26_09795 PE=4 SV=1	Blautia
078_038_456	A0A1C5Z4X9	92.8	70	5.224e-32	128	765821	uncultured Blautia sp.	tr|A0A1C5Z4X9|A0A1C5Z4X9_9FIRM Conjugal transfer protein OS=uncultured Blautia sp. OX=765821 GN=SAMEA3545252_02320 PE=4 SV=1	uncultured
078_038_456	A0A416UU73	92.8	70	5.224e-32	128	2293000	Clostridium sp. AF17-2	tr|A0A416UU73|A0A416UU73_9CLOT Conjugal transfer protein OS=Clostridium sp. AF17-2 OX=2293000 GN=DWW82_08425 PE=4 SV=1	Clostridium
078_038_456	A0A373MW56	92.8	70	5.224e-32	128	2292967	Blautia sp. AF32-4BH	tr|A0A373MW56|A0A373MW56_9FIRM Conjugal transfer protein OS=Blautia sp. AF32-4BH OX=2292967 GN=DWZ44_10395 PE=4 SV=1	Blautia
078_038_456	A0A416ZKD0	92.8	70	5.224e-32	128	2292979	Blautia sp. AM47-4	tr|A0A416ZKD0|A0A416ZKD0_9FIRM Conjugal transfer protein OS=Blautia sp. AM47-4 OX=2292979 GN=DW965_16190 PE=4 SV=1	Blautia
078_038_456	A0A8I0DUG6	92.8	70	5.224e-32	128	2763039	Coprococcus hominis (ex Liu et al. 2022)	tr|A0A8I0DUG6|A0A8I0DUG6_9FIRM Conjugal transfer protein OS=Coprococcus hominis (ex Liu et al. 2022) OX=2763039 GN=H8S09_04080 PE=4 SV=1	Coprococcus
078_038_456	A0A414P9E8	92.8	70	5.224e-32	128	46228	[Ruminococcus] lactaris	tr|A0A414P9E8|A0A414P9E8_9FIRM Conjugal transfer protein OS=[Ruminococcus] lactaris OX=46228 GN=DW672_01725 PE=4 SV=1	[Ruminococcus]
078_038_456	A0A416WJI0	92.8	70	5.224e-32	128	2293128	Roseburia sp. AF15-21	tr|A0A416WJI0|A0A416WJI0_9FIRM Conjugal transfer protein OS=Roseburia sp. AF15-21 OX=2293128 GN=DWW33_12585 PE=4 SV=1	Roseburia
078_038_456	A0A417CBK1	92.8	70	5.224e-32	128	2292976	Blautia sp. AM42-2	tr|A0A417CBK1|A0A417CBK1_9FIRM Conjugal transfer protein OS=Blautia sp. AM42-2 OX=2292976 GN=DW915_07450 PE=4 SV=1	Blautia
078_038_456	A0A6L8T7D7	92.8	70	5.224e-32	128	418240	Blautia wexlerae	tr|A0A6L8T7D7|A0A6L8T7D7_9FIRM Conjugal transfer protein OS=Blautia wexlerae OX=418240 GN=GT712_11875 PE=4 SV=1	Blautia
078_038_456	A0A396P1D3	92.8	70	5.224e-32	128	2292990	Blautia sp. TM10-2	tr|A0A396P1D3|A0A396P1D3_9FIRM Conjugal transfer protein OS=Blautia sp. TM10-2 OX=2292990 GN=DXD92_18220 PE=4 SV=1	Blautia
078_038_456	A0A3R6W6G3	92.8	70	5.224e-32	128	2293025	Clostridium sp. AM27-28	tr|A0A3R6W6G3|A0A3R6W6G3_9CLOT Conjugal transfer protein OS=Clostridium sp. AM27-28 OX=2293025 GN=DW720_03760 PE=4 SV=1	Clostridium
078_038_456	A0A374PFD6	92.8	70	5.224e-32	128	154046	Hungatella hathewayi	tr|A0A374PFD6|A0A374PFD6_9FIRM Conjugal transfer protein OS=Hungatella hathewayi OX=154046 GN=DXD79_00975 PE=4 SV=1	Hungatella
078_038_456	A0A174BLQ0	92.8	70	5.224e-32	128	40520	Blautia obeum	tr|A0A174BLQ0|A0A174BLQ0_9FIRM Conjugal transfer protein OS=Blautia obeum OX=40520 GN=DW040_17610 PE=4 SV=1	Blautia
078_038_456	A0A416VWE0	92.8	70	5.224e-32	128	2293103	Eubacterium sp. AF15-50	tr|A0A416VWE0|A0A416VWE0_9FIRM Conjugal transfer protein OS=Eubacterium sp. AF15-50 OX=2293103 GN=DWW50_12000 PE=4 SV=1	Eubacterium
078_038_456	A0A1C5UUY7	92.8	70	5.224e-32	128	165186	uncultured Ruminococcus sp.	tr|A0A1C5UUY7|A0A1C5UUY7_9FIRM Conjugal transfer protein OS=uncultured Ruminococcus sp. OX=165186 GN=SAMEA3545289_03223 PE=4 SV=1	uncultured
078_038_456	A0A174JX15	92.8	70	5.224e-32	128	39491	Agathobacter rectalis	tr|A0A174JX15|A0A174JX15_9FIRM Conjugal transfer protein OS=Agathobacter rectalis OX=39491 GN=DXD95_11140 PE=4 SV=1	Agathobacter
078_038_456	A0A3A6FK87	92.8	70	5.224e-32	128	2302972	Lachnospiraceae bacterium AM25-39	tr|A0A3A6FK87|A0A3A6FK87_9FIRM Conjugal transfer protein OS=Lachnospiraceae bacterium AM25-39 OX=2302972 GN=DW684_10580 PE=4 SV=1	Lachnospiraceae
078_038_456	A0A417SL74	92.8	70	5.224e-32	128	2292983	Blautia sp. OM05-6	tr|A0A417SL74|A0A417SL74_9FIRM Conjugal transfer protein OS=Blautia sp. OM05-6 OX=2292983 GN=DXB71_04745 PE=4 SV=1	Blautia
078_038_456	A0A416XVI5	92.8	70	5.224e-32	128	2292958	Blautia sp. AF14-40	tr|A0A416XVI5|A0A416XVI5_9FIRM Conjugal transfer protein OS=Blautia sp. AF14-40 OX=2292958 GN=DWW13_12180 PE=4 SV=1	Blautia
078_038_456	A0A412N9R3	92.8	70	5.224e-32	128	33038	Mediterraneibacter gnavus	tr|A0A412N9R3|A0A412N9R3_MEDGN Conjugal transfer protein OS=Mediterraneibacter gnavus OX=33038 GN=DWX36_16900 PE=4 SV=1	Mediterraneibacter
078_038_456	A0A373TPP6	92.8	70	5.224e-32	128	2293005	Clostridium sp. AF23-6LB	tr|A0A373TPP6|A0A373TPP6_9CLOT Conjugal transfer protein OS=Clostridium sp. AF23-6LB OX=2293005 GN=DWY07_03505 PE=4 SV=1	Clostridium
078_038_456	A0A3E4PPH4	92.8	70	5.224e-32	128	39486	Dorea formicigenerans	tr|A0A3E4PPH4|A0A3E4PPH4_9FIRM Conjugal transfer protein OS=Dorea formicigenerans OX=39486 GN=DXB12_14135 PE=4 SV=1	Dorea
078_038_456	A0AB37KST0	92.8	70	5.224e-32	128	2293001	Clostridium sp. AF17-21AC	tr|A0AB37KST0|A0AB37KST0_9CLOT Uncharacterized protein OS=Clostridium sp. AF17-21AC OX=2293001 GN=DWW85_08255 PE=4 SV=1	Clostridium
078_038_456	A0A3R6RLL3	92.8	70	5.224e-32	128	2293026	Clostridium sp. AM27-31LB	tr|A0A3R6RLL3|A0A3R6RLL3_9CLOT Conjugal transfer protein OS=Clostridium sp. AM27-31LB OX=2293026 GN=DW721_12725 PE=4 SV=1	Clostridium
078_038_456	A0A3R6QRB0	92.8	70	5.224e-32	128	2292204	Clostridium sp. AF19-22AC	tr|A0A3R6QRB0|A0A3R6QRB0_9CLOT Conjugal transfer protein OS=Clostridium sp. AF19-22AC OX=2292204 GN=DWX43_01395 PE=4 SV=1	Clostridium
078_038_456	A0A3E4GLT4	92.8	70	5.224e-32	128	410072	Coprococcus comes	tr|A0A3E4GLT4|A0A3E4GLT4_9FIRM Conjugal transfer protein OS=Coprococcus comes OX=410072 GN=DWX03_08400 PE=4 SV=1	Coprococcus
078_038_456	A0A1C7HRL2	92.8	70	5.224e-32	128	1834207	Erysipelotrichaceae bacterium I46	tr|A0A1C7HRL2|A0A1C7HRL2_9FIRM Conjugal transfer protein OS=Erysipelotrichaceae bacterium I46 OX=1834207 GN=A4V01_10525 PE=4 SV=1	Erysipelotrichaceae
078_038_456	A0A810Q1D1	92.8	70	5.224e-32	128	2714353	Vescimonas fastidiosa	tr|A0A810Q1D1|A0A810Q1D1_9FIRM Conjugal transfer protein OS=Vescimonas fastidiosa OX=2714353 GN=MM35RIKEN_22690 PE=4 SV=1	Vescimonas
078_038_456	A0A9E0PEB7	92.7	69	7.171e-32	127	2748031	Paludibacteraceae bacterium	tr|A0A9E0PEB7|A0A9E0PEB7_9BACT Conjugal transfer protein OS=Paludibacteraceae bacterium OX=2748031 GN=KBD91_07355 PE=4 SV=1	Paludibacteraceae
078_038_456	A0A6N9L9K3	92.7	69	7.171e-32	127	2584626	Catenibacterium sp. BIOML-A1	tr|A0A6N9L9K3|A0A6N9L9K3_9FIRM Conjugal transfer protein OS=Catenibacterium sp. BIOML-A1 OX=2584626 GN=GT637_09480 PE=4 SV=1	Catenibacterium
078_038_456	A0A174T404	92.7	69	7.171e-32	127	418240	Blautia wexlerae	tr|A0A174T404|A0A174T404_9FIRM Conjugal transfer protein OS=Blautia wexlerae OX=418240 GN=ERS852523_03753 PE=4 SV=1	Blautia
078_038_456	A0A1C6GL35	92.7	69	7.171e-32	127	165185	uncultured Eubacterium sp.	tr|A0A1C6GL35|A0A1C6GL35_9FIRM Conjugal transfer protein OS=uncultured Eubacterium sp. OX=165185 GN=SAMEA3545372_02910 PE=4 SV=1	uncultured
078_038_456	A0A1C6BX83	92.7	69	7.171e-32	127	165186	uncultured Ruminococcus sp.	tr|A0A1C6BX83|A0A1C6BX83_9FIRM Conjugal transfer protein OS=uncultured Ruminococcus sp. OX=165186 GN=SAMEA3545352_00856 PE=4 SV=1	uncultured
078_038_456	A0A1C6HUQ3	92.7	69	7.171e-32	127	59620	uncultured Clostridium sp.	tr|A0A1C6HUQ3|A0A1C6HUQ3_9CLOT Conjugal transfer protein OS=uncultured Clostridium sp. OX=59620 GN=SAMEA3545383_03145 PE=4 SV=1	uncultured
078_038_456	A0A6L8RZM6	92.7	69	7.171e-32	127	88431	Dorea longicatena	tr|A0A6L8RZM6|A0A6L8RZM6_9FIRM Conjugal transfer protein OS=Dorea longicatena OX=88431 GN=GT528_08855 PE=4 SV=1	Dorea
078_038_456	A0A3E4PHG4	92.8	70	7.171e-32	127	39486	Dorea formicigenerans	tr|A0A3E4PHG4|A0A3E4PHG4_9FIRM Conjugal transfer protein OS=Dorea formicigenerans OX=39486 GN=DXC93_15115 PE=4 SV=1	Dorea
078_038_456	D4MXH3	92.7	69	7.171e-32	127	649756	Anaerostipes hadrus	tr|D4MXH3|D4MXH3_ANAHA Conjugal transfer protein OS=Anaerostipes hadrus OX=649756 GN=CL2_02180 PE=4 SV=1	Anaerostipes
078_038_456	A0A412EQG2	92.8	70	7.171e-32	127	40520	Blautia obeum	tr|A0A412EQG2|A0A412EQG2_9FIRM Conjugal transfer protein OS=Blautia obeum OX=40520 GN=DWY46_10385 PE=4 SV=1	Blautia
078_038_456	A0A413YLB7	92.8	70	7.171e-32	127	39486	Dorea formicigenerans	tr|A0A413YLB7|A0A413YLB7_9FIRM Sporulation initiation factor Spo0A C-terminal domain-containing protein OS=Dorea formicigenerans OX=39486 GN=DW860_06460 PE=4 SV=1	Dorea
078_038_456	A0A413DJ08	92.8	70	7.171e-32	127	39491	Agathobacter rectalis	tr|A0A413DJ08|A0A413DJ08_9FIRM Conjugal transfer protein OS=Agathobacter rectalis OX=39491 GN=DWV45_12340 PE=4 SV=1	Agathobacter
078_038_456	A0A1C5X4S0	92.8	70	7.171e-32	127	165186	uncultured Ruminococcus sp.	tr|A0A1C5X4S0|A0A1C5X4S0_9FIRM Conjugal transfer protein OS=uncultured Ruminococcus sp. OX=165186 GN=SAMEA3545352_00858 PE=4 SV=1	uncultured
078_038_456	A0A372UIG8	92.8	70	7.171e-32	127	2302974	Lachnospiraceae bacterium AM25-17	tr|A0A372UIG8|A0A372UIG8_9FIRM Conjugal transfer protein OS=Lachnospiraceae bacterium AM25-17 OX=2302974 GN=DW669_04450 PE=4 SV=1	Lachnospiraceae
078_038_456	A0A6L8T8T2	92.8	70	7.171e-32	127	418240	Blautia wexlerae	tr|A0A6L8T8T2|A0A6L8T8T2_9FIRM Conjugal transfer protein OS=Blautia wexlerae OX=418240 GN=GT728_20950 PE=4 SV=1	Blautia
078_038_456	A0A174PMF4	92.8	70	7.171e-32	127	418240	Blautia wexlerae	tr|A0A174PMF4|A0A174PMF4_9FIRM Conjugal transfer protein OS=Blautia wexlerae OX=418240 GN=ERS852523_02172 PE=4 SV=1	Blautia
078_038_456	A0AAW6EDW1	92.8	70	7.171e-32	127	1160721	Ruminococcus bicirculans (ex Wegman et al. 2014)	tr|A0AAW6EDW1|A0AAW6EDW1_9FIRM Uncharacterized protein OS=Ruminococcus bicirculans (ex Wegman et al. 2014) OX=1160721 GN=PNU62_09400 PE=4 SV=1	Ruminococcus
078_038_456	A0A415M852	92.8	70	7.171e-32	127	39485	Lachnospira eligens	tr|A0A415M852|A0A415M852_9FIRM Conjugal transfer protein OS=Lachnospira eligens OX=39485 GN=DW007_14160 PE=4 SV=1	Lachnospira
078_038_456	A0AAP7AQ95	92.8	70	7.171e-32	127	88431	Dorea longicatena	tr|A0AAP7AQ95|A0AAP7AQ95_9FIRM Conjugal transfer protein OS=Dorea longicatena OX=88431 GN=G4332_00030 PE=4 SV=1	Dorea
078_038_456	C0BCA8	92.8	70	7.171e-32	127	470146	Coprococcus comes ATCC 27758	tr|C0BCA8|C0BCA8_9FIRM Uncharacterized protein OS=Coprococcus comes ATCC 27758 OX=470146 GN=COPCOM_02799 PE=4 SV=1	Coprococcus
078_038_456	D5Q086	92.7	69	9.844e-32	127	525259	Clostridioides difficile NAP08	tr|D5Q086|D5Q086_CLODI Conjugal transfer protein OS=Clostridioides difficile NAP08 OX=525259 GN=HMPREF0220_0318 PE=4 SV=1	Clostridioides
078_038_456	A0A7X4IAQ0	91.4	70	9.844e-32	127	2584627	Clostridium sp. BIOML-A1	tr|A0A7X4IAQ0|A0A7X4IAQ0_9CLOT Conjugal transfer protein OS=Clostridium sp. BIOML-A1 OX=2584627 GN=GT641_08150 PE=4 SV=1	Clostridium
078_038_456	A0AAW4URE2	91.4	70	9.844e-32	127	39491	Agathobacter rectalis	tr|A0AAW4URE2|A0AAW4URE2_9FIRM Uncharacterized protein OS=Agathobacter rectalis OX=39491 GN=LIZ82_13645 PE=4 SV=1	Agathobacter
078_038_456	A0A174RDR1	91.4	70	9.844e-32	127	1150298	Fusicatenibacter saccharivorans	tr|A0A174RDR1|A0A174RDR1_9FIRM Conjugal transfer protein OS=Fusicatenibacter saccharivorans OX=1150298 GN=ERS852498_02882 PE=4 SV=1	Fusicatenibacter
078_038_456	A0A415RVF0	91.4	70	9.844e-32	127	33038	Mediterraneibacter gnavus	tr|A0A415RVF0|A0A415RVF0_MEDGN Conjugal transfer protein OS=Mediterraneibacter gnavus OX=33038 GN=DWZ50_20620 PE=4 SV=1	Mediterraneibacter
078_038_456	A0AAI9K650	91.4	70	9.844e-32	127	33043	Coprococcus eutactus	tr|A0AAI9K650|A0AAI9K650_9FIRM Conjugal transfer protein OS=Coprococcus eutactus OX=33043 GN=COEU31_22640 PE=4 SV=1	Coprococcus
078_038_456	A0AAW6DG11	91.4	70	9.844e-32	127	33038	Mediterraneibacter gnavus	tr|A0AAW6DG11|A0AAW6DG11_MEDGN Uncharacterized protein OS=Mediterraneibacter gnavus OX=33038 GN=PNW85_19070 PE=4 SV=1	Mediterraneibacter
078_038_456	A0AAW9WI29	92.8	70	1.351e-31	126	154046	Hungatella hathewayi	tr|A0AAW9WI29|A0AAW9WI29_9FIRM Uncharacterized protein OS=Hungatella hathewayi OX=154046 GN=GNE07_14325 PE=4 SV=1	Hungatella
078_038_456	A0A3A6FPT0	88.5	70	1.351e-31	126	2302972	Lachnospiraceae bacterium AM25-39	tr|A0A3A6FPT0|A0A3A6FPT0_9FIRM Conjugal transfer protein OS=Lachnospiraceae bacterium AM25-39 OX=2302972 GN=DW684_05485 PE=4 SV=1	Lachnospiraceae
078_038_456	A0AAV0SMZ5	92.8	70	1.351e-31	126	137838	Clostridium neonatale	tr|A0AAV0SMZ5|A0AAV0SMZ5_9CLOT Uncharacterized protein OS=Clostridium neonatale OX=137838 GN=CNEO4_570057 PE=4 SV=1	Clostridium
078_038_456	F3AIE2	91.4	70	1.351e-31	126	658088	Lachnospiraceae bacterium 9_1_43BFAA	tr|F3AIE2|F3AIE2_9FIRM Conjugal transfer protein OS=Lachnospiraceae bacterium 9_1_43BFAA OX=658088 GN=HMPREF0987_00216 PE=4 SV=1	Lachnospiraceae
078_038_456	A0A4S2A6U3	91.4	70	1.351e-31	126	1898203	Lachnospiraceae bacterium	tr|A0A4S2A6U3|A0A4S2A6U3_9FIRM Conjugal transfer protein OS=Lachnospiraceae bacterium OX=1898203 GN=E5357_17315 PE=4 SV=1	Lachnospiraceae
078_038_456	E5VIB9	91.4	70	1.351e-31	126	658089	Lachnospiraceae bacterium 5_1_63FAA	tr|E5VIB9|E5VIB9_9FIRM Conjugal transfer protein OS=Lachnospiraceae bacterium 5_1_63FAA OX=658089 GN=HMPREF0996_00779 PE=4 SV=1	Lachnospiraceae
078_038_456	A0A3E4Y5X4	91.4	70	1.855e-31	126	39491	Agathobacter rectalis	tr|A0A3E4Y5X4|A0A3E4Y5X4_9FIRM Conjugal transfer protein OS=Agathobacter rectalis OX=39491 GN=DXB99_13650 PE=4 SV=1	Agathobacter
078_038_456	A0A6N3AZQ1	91.4	70	1.855e-31	126	150055	Streptococcus lutetiensis	tr|A0A6N3AZQ1|A0A6N3AZQ1_9STRE Conjugal transfer protein OS=Streptococcus lutetiensis OX=150055 GN=SLLFYP71_01138 PE=4 SV=1	Streptococcus
078_038_456	A0A3E3I4H5	94.0	67	2.547e-31	126	1720294	Eisenbergiella massiliensis	tr|A0A3E3I4H5|A0A3E3I4H5_9FIRM Conjugal transfer protein OS=Eisenbergiella massiliensis OX=1720294 GN=DWY69_30000 PE=4 SV=1	Eisenbergiella
